condition,feature,feature_group
TS_s42,surface_paragraph_count,surface
TS_s42,surface_sentence_count,surface
TS_s42,surface_word_count,surface
TS_s42,tfidf,text
NS_s87,count_Claim,count
NS_s87,count_Concluding_Statement,count
NS_s87,count_Counterclaim,count
NS_s87,count_Evidence,count
NS_s87,count_Lead,count
NS_s87,count_Position,count
NS_s87,count_Rebuttal,count
NS_s87,count_annotation_coverage,count
NS_s87,count_total_components,count
NS_s87,count_total_segments,count
NS_s87,count_unannotated_gaps,count
NS_s87,count_unannotated_proportion,count
NS_s87,order_final_is_Claim,order
NS_s87,order_final_is_Concluding_Statement,order
NS_s87,order_final_is_Counterclaim,order
NS_s87,order_final_is_Evidence,order
NS_s87,order_final_is_Lead,order
NS_s87,order_final_is_Position,order
NS_s87,order_final_is_Rebuttal,order
NS_s87,order_final_pos_Claim,order
NS_s87,order_final_pos_Concluding_Statement,order
NS_s87,order_final_pos_Counterclaim,order
NS_s87,order_final_pos_Evidence,order
NS_s87,order_final_pos_Lead,order
NS_s87,order_final_pos_Position,order
NS_s87,order_final_pos_Rebuttal,order
NS_s87,order_first_is_Claim,order
NS_s87,order_first_is_Concluding_Statement,order
NS_s87,order_first_is_Counterclaim,order
NS_s87,order_first_is_Evidence,order
NS_s87,order_first_is_Lead,order
NS_s87,order_first_is_Position,order
NS_s87,order_first_is_Rebuttal,order
NS_s87,order_first_pos_Claim,order
NS_s87,order_first_pos_Concluding_Statement,order
NS_s87,order_first_pos_Counterclaim,order
NS_s87,order_first_pos_Evidence,order
NS_s87,order_first_pos_Lead,order
NS_s87,order_first_pos_Position,order
NS_s87,order_first_pos_Rebuttal,order
NS_s87,order_mean_pos_Claim,order
NS_s87,order_mean_pos_Concluding_Statement,order
NS_s87,order_mean_pos_Counterclaim,order
NS_s87,order_mean_pos_Evidence,order
NS_s87,order_mean_pos_Lead,order
NS_s87,order_mean_pos_Position,order
NS_s87,order_mean_pos_Rebuttal,order
NS_s87,order_std_pos_Claim,order
NS_s87,order_std_pos_Concluding_Statement,order
NS_s87,order_std_pos_Counterclaim,order
NS_s87,order_std_pos_Evidence,order
NS_s87,order_std_pos_Lead,order
NS_s87,order_std_pos_Position,order
NS_s87,order_std_pos_Rebuttal,order
NS_s87,order_trans_Claim__Claim,order
NS_s87,order_trans_Claim__Concluding_Statement,order
NS_s87,order_trans_Claim__Counterclaim,order
NS_s87,order_trans_Claim__Evidence,order
NS_s87,order_trans_Claim__Lead,order
NS_s87,order_trans_Claim__Position,order
NS_s87,order_trans_Claim__Rebuttal,order
NS_s87,order_trans_Concluding_Statement__Claim,order
NS_s87,order_trans_Concluding_Statement__Concluding_Statement,order
NS_s87,order_trans_Concluding_Statement__Counterclaim,order
NS_s87,order_trans_Concluding_Statement__Evidence,order
NS_s87,order_trans_Concluding_Statement__Lead,order
NS_s87,order_trans_Concluding_Statement__Position,order
NS_s87,order_trans_Concluding_Statement__Rebuttal,order
NS_s87,order_trans_Counterclaim__Claim,order
NS_s87,order_trans_Counterclaim__Concluding_Statement,order
NS_s87,order_trans_Counterclaim__Counterclaim,order
NS_s87,order_trans_Counterclaim__Evidence,order
NS_s87,order_trans_Counterclaim__Lead,order
NS_s87,order_trans_Counterclaim__Position,order
NS_s87,order_trans_Counterclaim__Rebuttal,order
NS_s87,order_trans_Evidence__Claim,order
NS_s87,order_trans_Evidence__Concluding_Statement,order
NS_s87,order_trans_Evidence__Counterclaim,order
NS_s87,order_trans_Evidence__Evidence,order
NS_s87,order_trans_Evidence__Lead,order
NS_s87,order_trans_Evidence__Position,order
NS_s87,order_trans_Evidence__Rebuttal,order
NS_s87,order_trans_Lead__Claim,order
NS_s87,order_trans_Lead__Concluding_Statement,order
NS_s87,order_trans_Lead__Counterclaim,order
NS_s87,order_trans_Lead__Evidence,order
NS_s87,order_trans_Lead__Lead,order
NS_s87,order_trans_Lead__Position,order
NS_s87,order_trans_Lead__Rebuttal,order
NS_s87,order_trans_Position__Claim,order
NS_s87,order_trans_Position__Concluding_Statement,order
NS_s87,order_trans_Position__Counterclaim,order
NS_s87,order_trans_Position__Evidence,order
NS_s87,order_trans_Position__Lead,order
NS_s87,order_trans_Position__Position,order
NS_s87,order_trans_Position__Rebuttal,order
NS_s87,order_trans_Rebuttal__Claim,order
NS_s87,order_trans_Rebuttal__Concluding_Statement,order
NS_s87,order_trans_Rebuttal__Counterclaim,order
NS_s87,order_trans_Rebuttal__Evidence,order
NS_s87,order_trans_Rebuttal__Lead,order
NS_s87,order_trans_Rebuttal__Position,order
NS_s87,order_trans_Rebuttal__Rebuttal,order
NS_s87,prop_Claim,count
NS_s87,prop_Concluding_Statement,count
NS_s87,prop_Counterclaim,count
NS_s87,prop_Evidence,count
NS_s87,prop_Lead,count
NS_s87,prop_Position,count
NS_s87,prop_Rebuttal,count
NS_s87,surface_char_count,surface
NS_s87,surface_mean_word_length,surface
NS_s87,surface_paragraph_count,surface
NS_s87,surface_sentence_count,surface
NS_s87,surface_word_count,surface
TS_s87,count_Claim,count
TS_s87,count_Concluding_Statement,count
TS_s87,count_Counterclaim,count
TS_s87,count_Evidence,count
TS_s87,count_Lead,count
TS_s87,count_Position,count
TS_s87,count_Rebuttal,count
TS_s87,count_annotation_coverage,count
TS_s87,count_total_components,count
TS_s87,count_total_segments,count
TS_s87,count_unannotated_gaps,count
TS_s87,count_unannotated_proportion,count
TS_s87,order_final_is_Claim,order
TS_s87,order_final_is_Concluding_Statement,order
TS_s87,order_final_is_Counterclaim,order
TS_s87,order_final_is_Evidence,order
TS_s87,order_final_is_Lead,order
TS_s87,order_final_is_Position,order
TS_s87,order_final_is_Rebuttal,order
TS_s87,order_final_pos_Claim,order
TS_s87,order_final_pos_Concluding_Statement,order
TS_s87,order_final_pos_Counterclaim,order
TS_s87,order_final_pos_Evidence,order
TS_s87,order_final_pos_Lead,order
TS_s87,order_final_pos_Position,order
TS_s87,order_final_pos_Rebuttal,order
TS_s87,order_first_is_Claim,order
TS_s87,order_first_is_Concluding_Statement,order
TS_s87,order_first_is_Counterclaim,order
TS_s87,order_first_is_Evidence,order
TS_s87,order_first_is_Lead,order
TS_s87,order_first_is_Position,order
TS_s87,order_first_is_Rebuttal,order
TS_s87,order_first_pos_Claim,order
TS_s87,order_first_pos_Concluding_Statement,order
TS_s87,order_first_pos_Counterclaim,order
TS_s87,order_first_pos_Evidence,order
TS_s87,order_first_pos_Lead,order
TS_s87,order_first_pos_Position,order
TS_s87,order_first_pos_Rebuttal,order
TS_s87,order_mean_pos_Claim,order
TS_s87,order_mean_pos_Concluding_Statement,order
TS_s87,order_mean_pos_Counterclaim,order
TS_s87,order_mean_pos_Evidence,order
TS_s87,order_mean_pos_Lead,order
TS_s87,order_mean_pos_Position,order
TS_s87,order_mean_pos_Rebuttal,order
TS_s87,order_std_pos_Claim,order
TS_s87,order_std_pos_Concluding_Statement,order
TS_s87,order_std_pos_Counterclaim,order
TS_s87,order_std_pos_Evidence,order
TS_s87,order_std_pos_Lead,order
TS_s87,order_std_pos_Position,order
TS_s87,order_std_pos_Rebuttal,order
TS_s87,order_trans_Claim__Claim,order
TS_s87,order_trans_Claim__Concluding_Statement,order
TS_s87,order_trans_Claim__Counterclaim,order
TS_s87,order_trans_Claim__Evidence,order
TS_s87,order_trans_Claim__Lead,order
TS_s87,order_trans_Claim__Position,order
TS_s87,order_trans_Claim__Rebuttal,order
TS_s87,order_trans_Concluding_Statement__Claim,order
TS_s87,order_trans_Concluding_Statement__Concluding_Statement,order
TS_s87,order_trans_Concluding_Statement__Counterclaim,order
TS_s87,order_trans_Concluding_Statement__Evidence,order
TS_s87,order_trans_Concluding_Statement__Lead,order
TS_s87,order_trans_Concluding_Statement__Position,order
TS_s87,order_trans_Concluding_Statement__Rebuttal,order
TS_s87,order_trans_Counterclaim__Claim,order
TS_s87,order_trans_Counterclaim__Concluding_Statement,order
TS_s87,order_trans_Counterclaim__Counterclaim,order
TS_s87,order_trans_Counterclaim__Evidence,order
TS_s87,order_trans_Counterclaim__Lead,order
TS_s87,order_trans_Counterclaim__Position,order
TS_s87,order_trans_Counterclaim__Rebuttal,order
TS_s87,order_trans_Evidence__Claim,order
TS_s87,order_trans_Evidence__Concluding_Statement,order
TS_s87,order_trans_Evidence__Counterclaim,order
TS_s87,order_trans_Evidence__Evidence,order
TS_s87,order_trans_Evidence__Lead,order
TS_s87,order_trans_Evidence__Position,order
TS_s87,order_trans_Evidence__Rebuttal,order
TS_s87,order_trans_Lead__Claim,order
TS_s87,order_trans_Lead__Concluding_Statement,order
TS_s87,order_trans_Lead__Counterclaim,order
TS_s87,order_trans_Lead__Evidence,order
TS_s87,order_trans_Lead__Lead,order
TS_s87,order_trans_Lead__Position,order
TS_s87,order_trans_Lead__Rebuttal,order
TS_s87,order_trans_Position__Claim,order
TS_s87,order_trans_Position__Concluding_Statement,order
TS_s87,order_trans_Position__Counterclaim,order
TS_s87,order_trans_Position__Evidence,order
TS_s87,order_trans_Position__Lead,order
TS_s87,order_trans_Position__Position,order
TS_s87,order_trans_Position__Rebuttal,order
TS_s87,order_trans_Rebuttal__Claim,order
TS_s87,order_trans_Rebuttal__Concluding_Statement,order
TS_s87,order_trans_Rebuttal__Counterclaim,order
TS_s87,order_trans_Rebuttal__Evidence,order
TS_s87,order_trans_Rebuttal__Lead,order
TS_s87,order_trans_Rebuttal__Position,order
TS_s87,order_trans_Rebuttal__Rebuttal,order
TS_s87,prop_Claim,count
TS_s87,prop_Concluding_Statement,count
TS_s87,prop_Counterclaim,count
TS_s87,prop_Evidence,count
TS_s87,prop_Lead,count
TS_s87,prop_Position,count
TS_s87,prop_Rebuttal,count
TS_s87,surface_char_count,surface
TS_s87,surface_mean_word_length,surface
TS_s87,surface_paragraph_count,surface
TS_s87,surface_sentence_count,surface
TS_s87,surface_word_count,surface
TS_s87,tfidf,text
NS_s101,count_Claim,count
NS_s101,count_Concluding_Statement,count
NS_s101,count_Counterclaim,count
NS_s101,count_Evidence,count
NS_s101,count_Lead,count
NS_s101,count_Position,count
NS_s101,count_Rebuttal,count
NS_s101,count_annotation_coverage,count
NS_s101,count_total_components,count
NS_s101,count_total_segments,count
NS_s101,count_unannotated_gaps,count
NS_s101,count_unannotated_proportion,count
NS_s101,order_final_is_Claim,order
NS_s101,order_final_is_Concluding_Statement,order
NS_s101,order_final_is_Counterclaim,order
NS_s101,order_final_is_Evidence,order
NS_s101,order_final_is_Lead,order
NS_s101,order_final_is_Position,order
NS_s101,order_final_is_Rebuttal,order
NS_s101,order_final_pos_Claim,order
NS_s101,order_final_pos_Concluding_Statement,order
NS_s101,order_final_pos_Counterclaim,order
NS_s101,order_final_pos_Evidence,order
NS_s101,order_final_pos_Lead,order
NS_s101,order_final_pos_Position,order
NS_s101,order_final_pos_Rebuttal,order
NS_s101,order_first_is_Claim,order
NS_s101,order_first_is_Concluding_Statement,order
NS_s101,order_first_is_Counterclaim,order
NS_s101,order_first_is_Evidence,order
NS_s101,order_first_is_Lead,order
NS_s101,order_first_is_Position,order
NS_s101,order_first_is_Rebuttal,order
NS_s101,order_first_pos_Claim,order
NS_s101,order_first_pos_Concluding_Statement,order
NS_s101,order_first_pos_Counterclaim,order
NS_s101,order_first_pos_Evidence,order
NS_s101,order_first_pos_Lead,order
NS_s101,order_first_pos_Position,order
NS_s101,order_first_pos_Rebuttal,order
NS_s101,order_mean_pos_Claim,order
NS_s101,order_mean_pos_Concluding_Statement,order
NS_s101,order_mean_pos_Counterclaim,order
NS_s101,order_mean_pos_Evidence,order
NS_s101,order_mean_pos_Lead,order
NS_s101,order_mean_pos_Position,order
NS_s101,order_mean_pos_Rebuttal,order
NS_s101,order_std_pos_Claim,order
NS_s101,order_std_pos_Concluding_Statement,order
NS_s101,order_std_pos_Counterclaim,order
NS_s101,order_std_pos_Evidence,order
NS_s101,order_std_pos_Lead,order
NS_s101,order_std_pos_Position,order
NS_s101,order_std_pos_Rebuttal,order
NS_s101,order_trans_Claim__Claim,order
NS_s101,order_trans_Claim__Concluding_Statement,order
NS_s101,order_trans_Claim__Counterclaim,order
NS_s101,order_trans_Claim__Evidence,order
NS_s101,order_trans_Claim__Lead,order
NS_s101,order_trans_Claim__Position,order
NS_s101,order_trans_Claim__Rebuttal,order
NS_s101,order_trans_Concluding_Statement__Claim,order
NS_s101,order_trans_Concluding_Statement__Concluding_Statement,order
NS_s101,order_trans_Concluding_Statement__Counterclaim,order
NS_s101,order_trans_Concluding_Statement__Evidence,order
NS_s101,order_trans_Concluding_Statement__Lead,order
NS_s101,order_trans_Concluding_Statement__Position,order
NS_s101,order_trans_Concluding_Statement__Rebuttal,order
NS_s101,order_trans_Counterclaim__Claim,order
NS_s101,order_trans_Counterclaim__Concluding_Statement,order
NS_s101,order_trans_Counterclaim__Counterclaim,order
NS_s101,order_trans_Counterclaim__Evidence,order
NS_s101,order_trans_Counterclaim__Lead,order
NS_s101,order_trans_Counterclaim__Position,order
NS_s101,order_trans_Counterclaim__Rebuttal,order
NS_s101,order_trans_Evidence__Claim,order
NS_s101,order_trans_Evidence__Concluding_Statement,order
NS_s101,order_trans_Evidence__Counterclaim,order
NS_s101,order_trans_Evidence__Evidence,order
NS_s101,order_trans_Evidence__Lead,order
NS_s101,order_trans_Evidence__Position,order
NS_s101,order_trans_Evidence__Rebuttal,order
NS_s101,order_trans_Lead__Claim,order
NS_s101,order_trans_Lead__Concluding_Statement,order
NS_s101,order_trans_Lead__Counterclaim,order
NS_s101,order_trans_Lead__Evidence,order
NS_s101,order_trans_Lead__Lead,order
NS_s101,order_trans_Lead__Position,order
NS_s101,order_trans_Lead__Rebuttal,order
NS_s101,order_trans_Position__Claim,order
NS_s101,order_trans_Position__Concluding_Statement,order
NS_s101,order_trans_Position__Counterclaim,order
NS_s101,order_trans_Position__Evidence,order
NS_s101,order_trans_Position__Lead,order
NS_s101,order_trans_Position__Position,order
NS_s101,order_trans_Position__Rebuttal,order
NS_s101,order_trans_Rebuttal__Claim,order
NS_s101,order_trans_Rebuttal__Concluding_Statement,order
NS_s101,order_trans_Rebuttal__Counterclaim,order
NS_s101,order_trans_Rebuttal__Evidence,order
NS_s101,order_trans_Rebuttal__Lead,order
NS_s101,order_trans_Rebuttal__Position,order
NS_s101,order_trans_Rebuttal__Rebuttal,order
NS_s101,prop_Claim,count
NS_s101,prop_Concluding_Statement,count
NS_s101,prop_Counterclaim,count
NS_s101,prop_Evidence,count
NS_s101,prop_Lead,count
NS_s101,prop_Position,count
NS_s101,prop_Rebuttal,count
NS_s101,surface_char_count,surface
NS_s101,surface_mean_word_length,surface
NS_s101,surface_paragraph_count,surface
NS_s101,surface_sentence_count,surface
NS_s101,surface_word_count,surface
TS_s101,count_Claim,count
TS_s101,count_Concluding_Statement,count
TS_s101,count_Counterclaim,count
TS_s101,count_Evidence,count
TS_s101,count_Lead,count
TS_s101,count_Position,count
TS_s101,count_Rebuttal,count
TS_s101,count_annotation_coverage,count
TS_s101,count_total_components,count
TS_s101,count_total_segments,count
TS_s101,count_unannotated_gaps,count
TS_s101,count_unannotated_proportion,count
TS_s101,order_final_is_Claim,order
TS_s101,order_final_is_Concluding_Statement,order
TS_s101,order_final_is_Counterclaim,order
TS_s101,order_final_is_Evidence,order
TS_s101,order_final_is_Lead,order
TS_s101,order_final_is_Position,order
TS_s101,order_final_is_Rebuttal,order
TS_s101,order_final_pos_Claim,order
TS_s101,order_final_pos_Concluding_Statement,order
TS_s101,order_final_pos_Counterclaim,order
TS_s101,order_final_pos_Evidence,order
TS_s101,order_final_pos_Lead,order
TS_s101,order_final_pos_Position,order
TS_s101,order_final_pos_Rebuttal,order
TS_s101,order_first_is_Claim,order
TS_s101,order_first_is_Concluding_Statement,order
TS_s101,order_first_is_Counterclaim,order
TS_s101,order_first_is_Evidence,order
TS_s101,order_first_is_Lead,order
TS_s101,order_first_is_Position,order
TS_s101,order_first_is_Rebuttal,order
TS_s101,order_first_pos_Claim,order
TS_s101,order_first_pos_Concluding_Statement,order
TS_s101,order_first_pos_Counterclaim,order
TS_s101,order_first_pos_Evidence,order
TS_s101,order_first_pos_Lead,order
TS_s101,order_first_pos_Position,order
TS_s101,order_first_pos_Rebuttal,order
TS_s101,order_mean_pos_Claim,order
TS_s101,order_mean_pos_Concluding_Statement,order
TS_s101,order_mean_pos_Counterclaim,order
TS_s101,order_mean_pos_Evidence,order
TS_s101,order_mean_pos_Lead,order
TS_s101,order_mean_pos_Position,order
TS_s101,order_mean_pos_Rebuttal,order
TS_s101,order_std_pos_Claim,order
TS_s101,order_std_pos_Concluding_Statement,order
TS_s101,order_std_pos_Counterclaim,order
TS_s101,order_std_pos_Evidence,order
TS_s101,order_std_pos_Lead,order
TS_s101,order_std_pos_Position,order
TS_s101,order_std_pos_Rebuttal,order
TS_s101,order_trans_Claim__Claim,order
TS_s101,order_trans_Claim__Concluding_Statement,order
TS_s101,order_trans_Claim__Counterclaim,order
TS_s101,order_trans_Claim__Evidence,order
TS_s101,order_trans_Claim__Lead,order
TS_s101,order_trans_Claim__Position,order
TS_s101,order_trans_Claim__Rebuttal,order
TS_s101,order_trans_Concluding_Statement__Claim,order
TS_s101,order_trans_Concluding_Statement__Concluding_Statement,order
TS_s101,order_trans_Concluding_Statement__Counterclaim,order
TS_s101,order_trans_Concluding_Statement__Evidence,order
TS_s101,order_trans_Concluding_Statement__Lead,order
TS_s101,order_trans_Concluding_Statement__Position,order
TS_s101,order_trans_Concluding_Statement__Rebuttal,order
TS_s101,order_trans_Counterclaim__Claim,order
TS_s101,order_trans_Counterclaim__Concluding_Statement,order
TS_s101,order_trans_Counterclaim__Counterclaim,order
TS_s101,order_trans_Counterclaim__Evidence,order
TS_s101,order_trans_Counterclaim__Lead,order
TS_s101,order_trans_Counterclaim__Position,order
TS_s101,order_trans_Counterclaim__Rebuttal,order
TS_s101,order_trans_Evidence__Claim,order
TS_s101,order_trans_Evidence__Concluding_Statement,order
TS_s101,order_trans_Evidence__Counterclaim,order
TS_s101,order_trans_Evidence__Evidence,order
TS_s101,order_trans_Evidence__Lead,order
TS_s101,order_trans_Evidence__Position,order
TS_s101,order_trans_Evidence__Rebuttal,order
TS_s101,order_trans_Lead__Claim,order
TS_s101,order_trans_Lead__Concluding_Statement,order
TS_s101,order_trans_Lead__Counterclaim,order
TS_s101,order_trans_Lead__Evidence,order
TS_s101,order_trans_Lead__Lead,order
TS_s101,order_trans_Lead__Position,order
TS_s101,order_trans_Lead__Rebuttal,order
TS_s101,order_trans_Position__Claim,order
TS_s101,order_trans_Position__Concluding_Statement,order
TS_s101,order_trans_Position__Counterclaim,order
TS_s101,order_trans_Position__Evidence,order
TS_s101,order_trans_Position__Lead,order
TS_s101,order_trans_Position__Position,order
TS_s101,order_trans_Position__Rebuttal,order
TS_s101,order_trans_Rebuttal__Claim,order
TS_s101,order_trans_Rebuttal__Concluding_Statement,order
TS_s101,order_trans_Rebuttal__Counterclaim,order
TS_s101,order_trans_Rebuttal__Evidence,order
TS_s101,order_trans_Rebuttal__Lead,order
TS_s101,order_trans_Rebuttal__Position,order
TS_s101,order_trans_Rebuttal__Rebuttal,order
TS_s101,prop_Claim,count
TS_s101,prop_Concluding_Statement,count
TS_s101,prop_Counterclaim,count
TS_s101,prop_Evidence,count
TS_s101,prop_Lead,count
TS_s101,prop_Position,count
TS_s101,prop_Rebuttal,count
TS_s101,surface_char_count,surface
TS_s101,surface_mean_word_length,surface
TS_s101,surface_paragraph_count,surface
TS_s101,surface_sentence_count,surface
TS_s101,surface_word_count,surface
TS_s101,tfidf,text
